dteday,hr,season,atemp,cnt,workingday,holiday,weathersit,casual,registered,temp,hum,windspeed,season_name,time_period
2011-01-02,11,1,16.665,70,0,0,2,16,54,0.36,0.71,0.2537,Winter,Midday (10:00-15:00)
2011-01-02,12,1,16.665,93,0,0,2,20,73,0.36,0.66,0.2985,Winter,Midday (10:00-15:00)
2011-01-02,13,1,17.424999999999997,75,0,0,2,11,64,0.36,0.66,0.1343,Winter,Midday (10:00-15:00)
2011-01-02,14,1,17.424999999999997,59,0,0,3,4,55,0.36,0.76,0.194,Winter,Midday (10:00-15:00)
2011-01-02,15,1,16.665,74,0,0,3,19,55,0.34,0.81,0.1642,Winter,Midday (10:00-15:00)
2011-01-02,16,1,16.665,76,0,0,3,9,67,0.34,0.71,0.1642,Winter,Evening rush (16:00-19:00)
2011-01-02,17,1,16.665,65,0,0,1,7,58,0.34,0.57,0.194,Winter,Evening rush (16:00-19:00)
2011-01-02,18,1,16.665,53,0,0,2,10,43,0.36,0.46,0.3284,Winter,Evening rush (16:00-19:00)
2011-01-02,19,1,14.395,30,0,0,1,1,29,0.32,0.42,0.4478,Winter,Evening rush (16:00-19:00)
2011-01-02,20,1,13.635,22,0,0,1,5,17,0.3,0.39,0.3582,Winter,Evening (20:00-23:00)
2011-01-02,21,1,11.365,31,0,0,1,11,20,0.26,0.44,0.3284,Winter,Evening (20:00-23:00)
2011-01-02,22,1,10.605,9,0,0,1,0,9,0.24,0.44,0.2985,Winter,Evening (20:00-23:00)
2011-01-02,23,1,11.365,8,0,0,1,0,8,0.22,0.47,0.1642,Winter,Evening (20:00-23:00)
2011-01-03,0,1,9.85,5,1,0,1,0,5,0.22,0.44,0.3582,Winter,Late night (00:00-05:00)
2011-01-03,1,1,8.334999999999999,2,1,0,1,0,2,0.2,0.44,0.4179,Winter,Late night (00:00-05:00)
2011-01-03,4,1,6.819999999999999,1,1,0,1,0,1,0.16,0.47,0.3881,Winter,Late night (00:00-05:00)
2011-01-03,5,1,6.819999999999999,3,1,0,1,0,3,0.16,0.47,0.2836,Winter,Late night (00:00-05:00)
2011-01-03,6,1,5.305,30,1,0,1,0,30,0.14,0.5,0.3881,Winter,Morning rush (06:00-09:00)
2011-01-03,7,1,6.819999999999999,64,1,0,1,1,63,0.14,0.5,0.194,Winter,Morning rush (06:00-09:00)
2011-01-03,8,1,6.0600000000000005,154,1,0,1,1,153,0.14,0.5,0.2836,Winter,Morning rush (06:00-09:00)
2011-01-03,9,1,6.819999999999999,88,1,0,1,7,81,0.16,0.43,0.3881,Winter,Morning rush (06:00-09:00)
2011-01-03,10,1,8.334999999999999,44,1,0,1,11,33,0.18,0.43,0.2537,Winter,Midday (10:00-15:00)
2011-01-03,11,1,9.09,51,1,0,1,10,41,0.2,0.4,0.3284,Winter,Midday (10:00-15:00)
2011-01-03,12,1,10.605,61,1,0,1,13,48,0.22,0.35,0.2985,Winter,Midday (10:00-15:00)
2011-01-03,13,1,10.605,61,1,0,1,8,53,0.24,0.35,0.2836,Winter,Midday (10:00-15:00)
2011-01-03,14,1,12.120000000000001,77,1,0,1,11,66,0.26,0.3,0.2836,Winter,Midday (10:00-15:00)
2011-01-03,15,1,12.120000000000001,72,1,0,1,14,58,0.26,0.3,0.2537,Winter,Midday (10:00-15:00)
2011-01-03,16,1,12.120000000000001,76,1,0,1,9,67,0.26,0.3,0.2537,Winter,Evening rush (16:00-19:00)
2011-01-03,17,1,11.365,157,1,0,1,11,146,0.24,0.3,0.2239,Winter,Evening rush (16:00-19:00)
2011-01-03,18,1,12.879999999999999,157,1,0,1,9,148,0.24,0.32,0.1045,Winter,Evening rush (16:00-19:00)
2011-01-03,19,1,12.879999999999999,110,1,0,1,8,102,0.2,0.47,0.0,Winter,Evening rush (16:00-19:00)
2011-01-03,20,1,11.365,52,1,0,1,3,49,0.2,0.47,0.1045,Winter,Evening (20:00-23:00)
2011-01-03,21,1,9.85,52,1,0,1,3,49,0.18,0.64,0.1343,Winter,Evening (20:00-23:00)
2011-01-03,22,1,7.575,20,1,0,1,0,20,0.14,0.69,0.1343,Winter,Evening (20:00-23:00)
2011-01-03,23,1,10.605,12,1,0,1,1,11,0.18,0.55,0.1045,Winter,Evening (20:00-23:00)
2011-01-04,0,1,9.09,5,1,0,1,0,5,0.16,0.55,0.1045,Winter,Late night (00:00-05:00)
2011-01-04,1,1,9.09,2,1,0,1,0,2,0.16,0.59,0.1045,Winter,Late night (00:00-05:00)
2011-01-04,2,1,7.575,1,1,0,1,0,1,0.14,0.63,0.1343,Winter,Late night (00:00-05:00)
2011-01-04,4,1,9.09,2,1,0,1,0,2,0.14,0.63,0.0896,Winter,Late night (00:00-05:00)
2011-01-04,5,1,7.575,4,1,0,1,0,4,0.12,0.68,0.1045,Winter,Late night (00:00-05:00)
2011-01-04,6,1,7.575,36,1,0,1,0,36,0.12,0.74,0.1045,Winter,Morning rush (06:00-09:00)
2011-01-04,7,1,7.575,94,1,0,1,2,92,0.12,0.74,0.1343,Winter,Morning rush (06:00-09:00)
2011-01-04,8,1,7.575,179,1,0,1,2,177,0.14,0.69,0.1642,Winter,Morning rush (06:00-09:00)
2011-01-04,9,1,7.575,100,1,0,1,2,98,0.16,0.64,0.2239,Winter,Morning rush (06:00-09:00)
2011-01-04,10,1,6.819999999999999,42,1,0,2,5,37,0.16,0.69,0.3284,Winter,Midday (10:00-15:00)
2011-01-04,11,1,10.605,57,1,0,1,7,50,0.22,0.51,0.2985,Winter,Midday (10:00-15:00)
2011-01-04,12,1,11.365,78,1,0,1,12,66,0.22,0.51,0.1642,Winter,Midday (10:00-15:00)
2011-01-04,13,1,11.365,97,1,0,1,18,79,0.24,0.56,0.194,Winter,Midday (10:00-15:00)
2011-01-04,14,1,12.879999999999999,63,1,0,1,9,54,0.26,0.52,0.2239,Winter,Midday (10:00-15:00)
2011-01-04,15,1,13.635,65,1,0,1,17,48,0.28,0.52,0.2537,Winter,Midday (10:00-15:00)
2011-01-04,16,1,14.395,83,1,0,1,15,68,0.3,0.49,0.2537,Winter,Evening rush (16:00-19:00)
2011-01-04,17,1,13.635,212,1,0,1,10,202,0.28,0.48,0.2239,Winter,Evening rush (16:00-19:00)
2011-01-04,18,1,12.879999999999999,182,1,0,1,3,179,0.26,0.48,0.194,Winter,Evening rush (16:00-19:00)
2011-01-04,19,1,12.879999999999999,112,1,0,1,2,110,0.24,0.48,0.1045,Winter,Evening rush (16:00-19:00)
2011-01-04,20,1,12.879999999999999,54,1,0,1,1,53,0.24,0.48,0.1045,Winter,Evening (20:00-23:00)
2011-01-04,21,1,13.635,48,1,0,1,0,48,0.22,0.64,0.0,Winter,Evening (20:00-23:00)
2011-01-04,22,1,12.879999999999999,35,1,0,1,1,34,0.22,0.64,0.0896,Winter,Evening (20:00-23:00)
2011-01-04,23,1,11.365,11,1,0,1,2,9,0.2,0.69,0.0896,Winter,Evening (20:00-23:00)
2011-01-05,0,1,12.879999999999999,6,1,0,1,0,6,0.2,0.64,0.0,Winter,Late night (00:00-05:00)
2011-01-05,1,1,9.85,6,1,0,1,0,6,0.16,0.74,0.0896,Winter,Late night (00:00-05:00)
2011-01-05,2,1,9.85,2,1,0,1,0,2,0.16,0.74,0.0896,Winter,Late night (00:00-05:00)
2011-01-05,4,1,11.365,2,1,0,1,0,2,0.24,0.48,0.2239,Winter,Late night (00:00-05:00)
2011-01-05,5,1,11.365,3,1,0,1,0,3,0.22,0.47,0.1642,Winter,Late night (00:00-05:00)
2011-01-05,6,1,9.85,33,1,0,1,0,33,0.2,0.47,0.2239,Winter,Morning rush (06:00-09:00)
2011-01-05,7,1,9.09,88,1,0,1,1,87,0.18,0.43,0.194,Winter,Morning rush (06:00-09:00)
2011-01-05,8,1,9.09,195,1,0,1,3,192,0.2,0.4,0.2985,Winter,Morning rush (06:00-09:00)
2011-01-05,9,1,9.85,115,1,0,1,6,109,0.22,0.37,0.3284,Winter,Morning rush (06:00-09:00)
2011-01-05,10,1,9.85,57,1,0,1,4,53,0.22,0.37,0.3284,Winter,Midday (10:00-15:00)
2011-01-05,11,1,11.365,46,1,0,1,12,34,0.26,0.33,0.3284,Winter,Midday (10:00-15:00)
2011-01-05,12,1,11.365,79,1,0,1,5,74,0.26,0.33,0.3284,Winter,Midday (10:00-15:00)
2011-01-05,13,1,12.879999999999999,71,1,0,1,6,65,0.28,0.3,0.2985,Winter,Midday (10:00-15:00)
2011-01-05,14,1,14.395,62,1,0,1,10,52,0.3,0.28,0.194,Winter,Midday (10:00-15:00)
2011-01-05,15,1,14.395,62,1,0,1,7,55,0.3,0.28,0.194,Winter,Midday (10:00-15:00)
2011-01-05,16,1,15.909999999999998,89,1,0,1,4,85,0.3,0.28,0.0896,Winter,Evening rush (16:00-19:00)
2011-01-05,17,1,11.365,190,1,0,1,4,186,0.24,0.38,0.194,Winter,Evening rush (16:00-19:00)
2011-01-05,18,1,12.120000000000001,169,1,0,1,3,166,0.24,0.38,0.1343,Winter,Evening rush (16:00-19:00)
2011-01-05,19,1,12.879999999999999,132,1,0,1,5,127,0.24,0.38,0.1045,Winter,Evening rush (16:00-19:00)
2011-01-05,20,1,11.365,89,1,0,1,7,82,0.22,0.47,0.1642,Winter,Evening (20:00-23:00)
2011-01-05,21,1,9.85,43,1,0,1,3,40,0.2,0.51,0.194,Winter,Evening (20:00-23:00)
2011-01-05,22,1,9.85,42,1,0,1,1,41,0.18,0.55,0.1343,Winter,Evening (20:00-23:00)
2011-01-05,23,1,12.879999999999999,19,1,0,1,1,18,0.2,0.47,0.0,Winter,Evening (20:00-23:00)
2011-01-06,0,1,12.120000000000001,11,1,0,1,0,11,0.18,0.55,0.0,Winter,Late night (00:00-05:00)
2011-01-06,1,1,11.365,4,1,0,1,0,4,0.16,0.64,0.0,Winter,Late night (00:00-05:00)
2011-01-06,2,1,11.365,2,1,0,1,0,2,0.16,0.64,0.0,Winter,Late night (00:00-05:00)
2011-01-06,4,1,9.85,1,1,0,2,0,1,0.16,0.64,0.0896,Winter,Late night (00:00-05:00)
2011-01-06,5,1,9.09,4,1,0,2,0,4,0.14,0.69,0.0896,Winter,Late night (00:00-05:00)
2011-01-06,6,1,8.334999999999999,36,1,0,2,0,36,0.14,0.63,0.1045,Winter,Morning rush (06:00-09:00)
2011-01-06,7,1,11.365,95,1,0,2,0,95,0.16,0.59,0.0,Winter,Morning rush (06:00-09:00)
2011-01-06,8,1,11.365,219,1,0,1,3,216,0.16,0.59,0.0,Winter,Morning rush (06:00-09:00)
2011-01-06,9,1,12.120000000000001,122,1,0,2,6,116,0.18,0.51,0.0,Winter,Morning rush (06:00-09:00)
2011-01-06,10,1,12.879999999999999,45,1,0,1,3,42,0.2,0.47,0.0,Winter,Midday (10:00-15:00)
2011-01-06,11,1,12.879999999999999,59,1,0,1,2,57,0.22,0.44,0.0896,Winter,Midday (10:00-15:00)
2011-01-06,12,1,14.395,84,1,0,1,6,78,0.26,0.35,0.0,Winter,Midday (10:00-15:00)
2011-01-06,13,1,13.635,67,1,0,1,12,55,0.26,0.35,0.1045,Winter,Midday (10:00-15:00)
2011-01-06,14,1,13.635,70,1,0,1,11,59,0.28,0.36,0.1642,Winter,Midday (10:00-15:00)
2011-01-06,15,1,13.635,62,1,0,1,8,54,0.28,0.36,0.0,Winter,Midday (10:00-15:00)
2011-01-06,16,1,12.879999999999999,86,1,0,1,12,74,0.26,0.38,0.1642,Winter,Evening rush (16:00-19:00)
2011-01-06,17,1,11.365,172,1,0,1,9,163,0.22,0.51,0.1642,Winter,Evening rush (16:00-19:00)
2011-01-06,18,1,11.365,163,1,0,1,5,158,0.22,0.51,0.1343,Winter,Evening rush (16:00-19:00)
2011-01-06,19,1,12.879999999999999,112,1,0,1,3,109,0.22,0.55,0.0896,Winter,Evening rush (16:00-19:00)
2011-01-06,20,1,10.605,69,1,0,1,3,66,0.2,0.51,0.1642,Winter,Evening (20:00-23:00)
2011-01-06,21,1,10.605,48,1,0,2,0,48,0.22,0.55,0.2239,Winter,Evening (20:00-23:00)
2011-01-06,22,1,10.605,52,1,0,2,1,51,0.22,0.51,0.2836,Winter,Evening (20:00-23:00)
2011-01-06,23,1,9.85,23,1,0,2,4,19,0.2,0.59,0.194,Winter,Evening (20:00-23:00)
2011-01-07,0,1,9.85,17,1,0,2,4,13,0.2,0.64,0.194,Winter,Late night (00:00-05:00)
2011-01-07,1,1,9.85,7,1,0,2,2,5,0.2,0.69,0.2239,Winter,Late night (00:00-05:00)
2011-01-07,2,1,9.85,1,1,0,2,0,1,0.2,0.69,0.2239,Winter,Late night (00:00-05:00)
2011-01-07,4,1,10.605,1,1,0,2,0,1,0.2,0.69,0.1343,Winter,Late night (00:00-05:00)
2011-01-07,5,1,13.635,5,1,0,3,0,5,0.22,0.55,0.0,Winter,Late night (00:00-05:00)
2011-01-07,6,1,12.879999999999999,34,1,0,2,8,26,0.2,0.69,0.0,Winter,Morning rush (06:00-09:00)
2011-01-07,7,1,10.605,84,1,0,1,8,76,0.2,0.69,0.1343,Winter,Morning rush (06:00-09:00)
2011-01-07,8,1,9.85,210,1,0,1,20,190,0.2,0.51,0.2537,Winter,Morning rush (06:00-09:00)
2011-01-07,9,1,9.09,134,1,0,1,9,125,0.2,0.47,0.2985,Winter,Morning rush (06:00-09:00)
2011-01-07,10,1,9.85,63,1,0,1,16,47,0.22,0.37,0.3284,Winter,Midday (10:00-15:00)
2011-01-07,11,1,9.85,67,1,0,2,19,48,0.2,0.4,0.2239,Winter,Midday (10:00-15:00)
2011-01-07,12,1,9.85,59,1,0,2,9,50,0.2,0.37,0.2537,Winter,Midday (10:00-15:00)
2011-01-07,13,1,9.09,73,1,0,2,9,64,0.2,0.37,0.2836,Winter,Midday (10:00-15:00)
2011-01-07,14,1,9.85,50,1,0,2,7,43,0.2,0.4,0.2537,Winter,Midday (10:00-15:00)
2011-01-07,15,1,10.605,72,1,0,2,9,63,0.2,0.37,0.1642,Winter,Midday (10:00-15:00)
2011-01-07,16,1,10.605,87,1,0,2,5,82,0.2,0.37,0.1642,Winter,Evening rush (16:00-19:00)
2011-01-07,17,1,12.879999999999999,187,1,0,2,9,178,0.2,0.37,0.0,Winter,Evening rush (16:00-19:00)
2011-01-07,18,1,11.365,123,1,0,1,7,116,0.2,0.4,0.0896,Winter,Evening rush (16:00-19:00)
2011-01-07,19,1,9.85,95,1,0,1,3,92,0.16,0.55,0.0896,Winter,Evening rush (16:00-19:00)
2011-01-07,20,1,10.605,51,1,0,1,1,50,0.18,0.47,0.1045,Winter,Evening (20:00-23:00)
2011-01-07,21,1,9.85,39,1,0,1,0,39,0.18,0.47,0.1343,Winter,Evening (20:00-23:00)
2011-01-07,22,1,9.85,36,1,0,2,2,34,0.18,0.43,0.1642,Winter,Evening (20:00-23:00)
2011-01-07,23,1,9.85,15,1,0,2,1,14,0.18,0.51,0.1642,Winter,Evening (20:00-23:00)
2011-01-08,0,1,9.85,25,0,0,2,1,24,0.18,0.51,0.1642,Winter,Late night (00:00-05:00)
2011-01-08,1,1,10.605,16,0,0,2,1,15,0.18,0.55,0.0896,Winter,Late night (00:00-05:00)
2011-01-08,2,1,12.120000000000001,16,0,0,2,3,13,0.18,0.55,0.0,Winter,Late night (00:00-05:00)
2011-01-08,3,1,9.85,7,0,0,3,0,7,0.18,0.55,0.1642,Winter,Late night (00:00-05:00)
2011-01-08,4,1,9.85,1,0,0,3,0,1,0.18,0.55,0.1642,Winter,Late night (00:00-05:00)
2011-01-08,5,1,8.334999999999999,5,0,0,2,0,5,0.16,0.74,0.1642,Winter,Late night (00:00-05:00)
2011-01-08,6,1,8.334999999999999,2,0,0,2,0,2,0.16,0.74,0.1642,Winter,Morning rush (06:00-09:00)
2011-01-08,7,1,9.09,9,0,0,2,1,8,0.16,0.74,0.1045,Winter,Morning rush (06:00-09:00)
2011-01-08,8,1,9.09,15,0,0,3,0,15,0.16,0.93,0.1045,Winter,Morning rush (06:00-09:00)
2011-01-08,9,1,9.09,20,0,0,3,0,20,0.16,0.93,0.1045,Winter,Morning rush (06:00-09:00)
2011-01-08,10,1,9.85,61,0,0,2,5,56,0.18,0.8,0.1642,Winter,Midday (10:00-15:00)
2011-01-08,11,1,9.09,62,0,0,2,2,60,0.2,0.69,0.3881,Winter,Midday (10:00-15:00)
2011-01-08,12,1,9.09,98,0,0,2,8,90,0.2,0.59,0.3582,Winter,Midday (10:00-15:00)
2011-01-08,13,1,9.09,102,0,0,1,7,95,0.2,0.44,0.3284,Winter,Midday (10:00-15:00)
2011-01-08,14,1,8.334999999999999,95,0,0,1,12,83,0.2,0.32,0.4925,Winter,Midday (10:00-15:00)
2011-01-08,15,1,8.334999999999999,74,0,0,1,5,69,0.2,0.32,0.4478,Winter,Midday (10:00-15:00)
2011-01-08,16,1,6.819999999999999,76,0,0,1,8,68,0.18,0.29,0.4478,Winter,Evening rush (16:00-19:00)
2011-01-08,17,1,6.0600000000000005,69,0,0,1,5,64,0.16,0.37,0.5522,Winter,Evening rush (16:00-19:00)
2011-01-08,18,1,6.0600000000000005,55,0,0,1,3,52,0.14,0.39,0.2985,Winter,Evening rush (16:00-19:00)
2011-01-08,19,1,6.0600000000000005,30,0,0,1,4,26,0.14,0.36,0.2537,Winter,Evening rush (16:00-19:00)
2011-01-08,20,1,6.0600000000000005,28,0,0,1,0,28,0.12,0.36,0.2537,Winter,Evening (20:00-23:00)
2011-01-08,21,1,5.305,37,0,0,1,2,35,0.12,0.39,0.3582,Winter,Evening (20:00-23:00)
2011-01-08,22,1,5.305,34,0,0,1,1,33,0.12,0.36,0.3881,Winter,Evening (20:00-23:00)
2011-01-08,23,1,3.0300000000000002,22,0,0,1,0,22,0.1,0.39,0.4478,Winter,Evening (20:00-23:00)
2011-01-09,0,1,3.7900000000000005,25,0,0,1,1,24,0.1,0.42,0.3881,Winter,Late night (00:00-05:00)
2011-01-09,1,1,3.0300000000000002,12,0,0,1,0,12,0.1,0.42,0.4627,Winter,Late night (00:00-05:00)
2011-01-09,2,1,3.0300000000000002,11,0,0,1,0,11,0.1,0.46,0.4627,Winter,Late night (00:00-05:00)
2011-01-09,3,1,3.7900000000000005,4,0,0,1,0,4,0.1,0.46,0.4179,Winter,Late night (00:00-05:00)
2011-01-09,4,1,4.545,1,0,0,1,0,1,0.08,0.53,0.194,Winter,Late night (00:00-05:00)
2011-01-09,5,1,4.545,1,0,0,1,0,1,0.08,0.53,0.194,Winter,Late night (00:00-05:00)
2011-01-09,6,1,4.545,1,0,0,1,0,1,0.1,0.49,0.2836,Winter,Morning rush (06:00-09:00)
2011-01-09,7,1,4.545,6,0,0,1,1,5,0.08,0.53,0.194,Winter,Morning rush (06:00-09:00)
2011-01-09,8,1,4.545,10,0,0,1,0,10,0.1,0.49,0.2836,Winter,Morning rush (06:00-09:00)
2011-01-09,9,1,3.7900000000000005,19,0,0,1,0,19,0.12,0.46,0.5224,Winter,Morning rush (06:00-09:00)
2011-01-09,10,1,5.305,49,0,0,1,0,49,0.14,0.43,0.3881,Winter,Midday (10:00-15:00)
2011-01-09,11,1,6.0600000000000005,49,0,0,1,2,47,0.16,0.4,0.5224,Winter,Midday (10:00-15:00)
2011-01-09,12,1,6.819999999999999,83,0,0,1,4,79,0.18,0.37,0.4478,Winter,Midday (10:00-15:00)
2011-01-09,13,1,8.334999999999999,75,0,0,1,6,69,0.2,0.34,0.4478,Winter,Midday (10:00-15:00)
2011-01-09,14,1,9.09,72,0,0,1,8,64,0.22,0.32,0.4627,Winter,Midday (10:00-15:00)
2011-01-09,15,1,9.85,82,0,0,1,5,77,0.22,0.35,0.3582,Winter,Midday (10:00-15:00)
2011-01-09,16,1,8.334999999999999,92,0,0,1,13,79,0.2,0.34,0.4478,Winter,Evening rush (16:00-19:00)
2011-01-09,17,1,7.575,62,0,0,1,3,59,0.18,0.37,0.3881,Winter,Evening rush (16:00-19:00)
2011-01-09,18,1,6.819999999999999,48,0,0,1,4,44,0.16,0.4,0.3284,Winter,Evening rush (16:00-19:00)
2011-01-09,19,1,6.819999999999999,41,0,0,1,1,40,0.16,0.43,0.3284,Winter,Evening rush (16:00-19:00)
2011-01-09,20,1,6.0600000000000005,38,0,0,1,0,38,0.14,0.46,0.2537,Winter,Evening (20:00-23:00)
2011-01-09,21,1,5.305,20,0,0,1,1,19,0.14,0.46,0.4179,Winter,Evening (20:00-23:00)
2011-01-09,22,1,6.0600000000000005,15,0,0,1,5,10,0.14,0.46,0.2985,Winter,Evening (20:00-23:00)
2011-01-09,23,1,6.819999999999999,6,0,0,1,0,6,0.12,0.5,0.194,Winter,Evening (20:00-23:00)
2011-01-10,0,1,6.0600000000000005,5,1,0,1,2,3,0.12,0.5,0.2836,Winter,Late night (00:00-05:00)
2011-01-10,1,1,6.0600000000000005,1,1,0,1,1,0,0.12,0.5,0.2836,Winter,Late night (00:00-05:00)
2011-01-10,2,1,6.0600000000000005,3,1,0,1,0,3,0.12,0.5,0.2239,Winter,Late night (00:00-05:00)
2011-01-10,3,1,6.0600000000000005,1,1,0,1,0,1,0.12,0.5,0.2239,Winter,Late night (00:00-05:00)
2011-01-10,4,1,6.0600000000000005,3,1,0,1,1,2,0.1,0.54,0.1343,Winter,Late night (00:00-05:00)
2011-01-10,5,1,5.305,3,1,0,1,0,3,0.1,0.54,0.2537,Winter,Late night (00:00-05:00)
2011-01-10,6,1,6.0600000000000005,31,1,0,1,0,31,0.12,0.5,0.2836,Winter,Morning rush (06:00-09:00)
2011-01-10,7,1,6.0600000000000005,77,1,0,1,2,75,0.12,0.5,0.2239,Winter,Morning rush (06:00-09:00)
2011-01-10,8,1,6.0600000000000005,188,1,0,2,4,184,0.12,0.5,0.2836,Winter,Morning rush (06:00-09:00)
2011-01-10,9,1,6.0600000000000005,94,1,0,2,2,92,0.14,0.5,0.2537,Winter,Morning rush (06:00-09:00)
2011-01-10,10,1,6.0600000000000005,31,1,0,2,0,31,0.14,0.5,0.2985,Winter,Midday (10:00-15:00)
2011-01-10,11,1,6.819999999999999,30,1,0,2,2,28,0.16,0.47,0.2836,Winter,Midday (10:00-15:00)
2011-01-10,12,1,9.09,52,1,0,2,5,47,0.2,0.4,0.2836,Winter,Midday (10:00-15:00)
2011-01-10,13,1,9.09,54,1,0,2,4,50,0.2,0.4,0.2836,Winter,Midday (10:00-15:00)
2011-01-10,14,1,9.85,47,1,0,2,0,47,0.2,0.4,0.2239,Winter,Midday (10:00-15:00)
2011-01-10,15,1,9.85,45,1,0,2,2,43,0.2,0.4,0.2239,Winter,Midday (10:00-15:00)
2011-01-10,16,1,10.605,74,1,0,1,4,70,0.2,0.4,0.1343,Winter,Evening rush (16:00-19:00)
2011-01-10,17,1,11.365,178,1,0,1,4,174,0.2,0.4,0.1045,Winter,Evening rush (16:00-19:00)
2011-01-10,18,1,9.85,155,1,0,1,1,154,0.2,0.4,0.2239,Winter,Evening rush (16:00-19:00)
2011-01-10,19,1,8.334999999999999,95,1,0,1,3,92,0.16,0.47,0.1642,Winter,Evening rush (16:00-19:00)
2011-01-10,20,1,8.334999999999999,74,1,0,1,1,73,0.16,0.5,0.1642,Winter,Evening (20:00-23:00)
2011-01-10,21,1,6.819999999999999,38,1,0,1,1,37,0.14,0.59,0.194,Winter,Evening (20:00-23:00)
2011-01-10,22,1,7.575,24,1,0,1,2,22,0.14,0.59,0.1642,Winter,Evening (20:00-23:00)
2011-01-10,23,1,7.575,18,1,0,1,0,18,0.14,0.59,0.1642,Winter,Evening (20:00-23:00)
2011-01-11,0,1,8.334999999999999,12,1,0,1,2,10,0.14,0.59,0.1045,Winter,Late night (00:00-05:00)
2011-01-11,1,1,7.575,3,1,0,1,0,3,0.14,0.59,0.1642,Winter,Late night (00:00-05:00)
